"V1","V2","V3","V4","V5"
1,NA,NA,NA,NA
1,0.941479648516859,0.938089831161345,NA,NA
1,0.938089831161345,NA,NA,NA
1,0.976141125211799,NA,NA,NA
1,0.946486339212289,NA,NA,NA
1,0.938777923753813,NA,NA,NA
1,0.941479648516859,NA,NA,NA
1,NA,NA,NA,NA
1,0.926086956521739,NA,NA,NA
1,0.97787610619469,NA,NA,NA
1,0.97787610619469,NA,NA,NA
1,0.906015999435549,NA,NA,NA
1,0.906015999435549,NA,NA,NA
1,NA,NA,NA,NA
1,0.943375366195802,0.910264722303294,NA,NA
1,0.958725683136169,NA,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,0.96230835224393,0.944341791883434,0.915564598213527,NA
1,0.926086956521739,NA,NA,NA
1,0.977983057965445,NA,NA,NA
1,0.976141125211799,NA,NA,NA
1,0.939008531342079,NA,NA,NA
1,0.939008531342079,NA,NA,NA
1,NA,NA,NA,NA
1,0.958244072564255,0.944814664112722,0.944814664112722,0.900664446163529
1,1,0.944814664112722,0.90309246343656,0.902654867256637
1,NA,NA,NA,NA
1,0.931321094151028,NA,NA,NA
1,0.934201540515824,0.915262453915562,NA,NA
1,0.970919655573248,0.939868700725359,0.915564598213527,NA
1,0.968759653663908,0.96230835224393,0.939868700725359,NA
1,0.942048776498865,0.913251303399601,NA,NA
1,0.975826532611305,0.913251303399601,NA,NA
1,0.975826532611305,NA,NA,NA
1,0.924107142857143,NA,NA,NA
1,0.977983057965445,0.916666666666667,NA,NA
1,NA,NA,NA,NA
1,NA,NA,NA,NA
1,0.941964285714286,0.924107142857143,NA,NA
1,0.958244072564255,0.931321094151028,0.916666666666667,0.90309246343656
1,1,NA,NA,NA
1,1,NA,NA,NA
1,NA,NA,NA,NA
1,0.941964285714286,NA,NA,NA
1,0.935205153616784,0.933637458317294,NA,NA
1,0.935205153616784,0.910264722303294,0.902219906607264,NA
1,0.942048776498865,NA,NA,NA
1,0.923766816143498,NA,NA,NA
1,NA,NA,NA,NA
1,0.947249613981136,0.932337317478614,NA,NA
1,0.984948514162685,0.947249613981136,NA,NA
1,0.984948514162685,0.932337317478614,NA,NA
1,1,0.957705119127067,0.902654867256637,0.902654867256637
1,0.902219906607264,NA,NA,NA
1,0.957705119127067,0.957705119127067,NA,NA
1,0.950751644403739,NA,NA,NA
1,0.906779661016949,NA,NA,NA
1,0.950751644403739,0.934201540515824,NA,NA
1,0.97528336140536,0.957113048000926,NA,NA
1,0.947607288303101,NA,NA,NA
1,0.933439105347955,NA,NA,NA
1,NA,NA,NA,NA
1,0.933439105347955,NA,NA,NA
1,0.958787505208034,NA,NA,NA
1,0.958787505208034,0.914238874273898,0.910304078125747,NA
1,0.914571604849419,NA,NA,NA
1,NA,NA,NA,NA
1,0.915262453915562,NA,NA,NA
1,1,NA,NA,NA
1,1,NA,NA,NA
1,0.947607288303101,NA,NA,NA
1,1,0.957705119127067,0.902654867256637,0.902654867256637
1,0.957113048000926,0.932441892364889,NA,NA
1,0.910304078125747,NA,NA,NA
1,0.946486339212289,NA,NA,NA
1,0.916592991201034,0.914571604849419,NA,NA
1,0.914238874273898,0.906779661016949,NA,NA
1,0.943375366195802,0.933637458317294,0.916592991201034,NA
1,1,0.944814664112722,0.90309246343656,0.902654867256637
1,0.97528336140536,0.932441892364889,NA,NA
1,NA,NA,NA,NA
1,0.970919655573248,0.968759653663908,0.944341791883434,0.923766816143498
1,0.938777923753813,NA,NA,NA
1,0.958725683136169,NA,NA,NA
