label,prediction
1,0.0005160624435556702
0,0.00018716777719547802
0,0.00031963807135305255
0,0.0001775505131209829
0,0.0002615670774238549
1,0.0006384240047425784
0,0.00020275750202757503
0,0.0
0,0.00026904321506642003
0,0.0002554371624580353
0,0.00013172193499522508
1,0.0006998512816026594
0,0.00029026372532758334
0,0.0002953482648289441
1,0.0008895358240336406
0,0.0004023682244065069
0,0.0003274966158683027
0,0.0002914177473408131
0,0.0005135667208764872
0,0.00020962602716753312
1,0.0011603516758155934
0,0.00019929582143094398
1,0.0011370096645821489
1,0.0011692210459788275
0,0.0003185051491665782
