label,prediction
1,0.000488871735494661
1,0.0003763643206624012
1,0.0002854777470096206
0,0.0002487974788522143
0,0.00021739721188075763
1,0.00028686173264486515
1,0.0006417569880205362
1,0.0007259982475904368
0,0.0004121067814460369
1,0.0005660682516577713
1,0.00024968789013732833
0,0.00033260652647917514
1,0.000429608626541221
0,0.000393623302499508
1,0.0008736167734420501
1,0.0010112182019276347
1,0.0013605442176870747
0,0.00017824041066590618
1,0.000370021528525296
1,0.0004524272723159752
1,0.000570724820522063
