label,prediction
1,0.00027653337757867376
0,0.0003713527851458886
0,0.00029505052740281775
0,0.0004574945932457162
0,0.00030339805825242716
0,0.00023541281318311755
0,0.0002554371624580353
1,0.00091713993438922
1,0.0008512769153730596
1,0.0006417569880205362
0,0.0002461235540241201
1,0.0006738907757830611
0,0.0003448870494912916
0,0.00040651908791899185
0,0.0003399873718976152
1,0.000847949301557549
0,0.00021859117984589322
0,0.000298943732146416
1,0.0008933647364574028
1,0.000979617633117396
0,0.00032863849765258214
0,0.0002477262271295608
1,0.0003027448869752422
0,0.00021964987809431765
