label,prediction
0,0.0005034824200721658
0,0.0003713527851458886
0,0.0001962034629911218
1,0.0011572345826489474
1,0.0004788180035569337
1,0.0012654223347042075
0,0.0002998800479808077
0,0.00014553922282055013
0,0.0001521201749382012
0,0.00010552975939214858
0,0.00032841920887461686
0,0.00048050741583111767
0,0.0003329918032786885
0,0.00030566350814374916
1,0.00034016911264457187
1,0.0006888346170705743
0,0.0002355019134530468
1,0.0005761772853185596
1,0.0004919769906145928
0,0.00021706772513024064
1,0.0006268282490597576
0,0.00011964584828906437
0,0.0005991611743559018
0,0.0001681708615953809
1,0.0009464181712288876
0,0.00010356255178127589
1,0.0006723191274791767
0,0.0002473716759431045
0,0.00016607985119245332
1,0.0010114405160594278
1,0.000916416495496919
0,0.00028169014084507044
0,0.0003415767181308922
0,0.00019768489028488588
1,0.000775608451457609
