label,prediction
1,0.0008170988689631445
1,0.0003041867153365411
0,0.00022460133263457364
0,0.00039340070320375696
0,0.0003115750116840629
0,0.0004159041756779238
0,0.00014204041049678635
1,0.0006156231474303434
0,0.00024271844660194174
0,0.0
0,0.00040356482259963004
0,0.0002554371624580353
0,0.00016465241874403136
1,0.0007290117516694369
0,0.00020733123237684525
1,0.0009876891601114678
1,0.0007511266900350526
0,0.0002461235540241201
0,0.00036631713906314393
1,0.0005930238826890937
0,0.0004023682244065069
0,0.00030566350814374916
0,0.0002914177473408131
0,0.000335401643468053
1,0.0006847383896564224
1,0.000847949301557549
0,0.00027323897480736653
0,0.0002657277619079253
1,0.001218224640623731
1,0.001074419339548112
0,0.0003185051491665782
1,0.0012812299807815502
