label,prediction
0,7.99488327470419e-05
1,0.000221226702062939
1,0.0004590665646518745
1,0.0001881821603312006
0,0.0002116133401049602
1,0.0005800632268917312
0,0.00010552975939214858
0,0.00020178241129981502
1,0.00021666125013541327
1,0.0006417569880205362
1,0.0005507572912755039
0,0.00014767413241447206
1,0.0005121569895951264
1,0.0003706792697618386
1,0.00044321329639889195
0,0.00011211390773025393
1,0.0009464181712288876
0,0.00012577561630051988
1,0.0005976170022037127
0,0.000197274326390373
1,0.0003146853146853147
1,0.0006151377373629312
