label,prediction
0,0.0003448275862068965
1,0.0011298413702716139
0,0.00019992003198720512
0,0.00018192402852568767
0,0.00019015021867275147
0,0.00021105951878429716
0,0.0001824551160414538
1,0.00029157352512391874
1,0.0006888346170705743
1,0.00038664776388709887
1,0.00046537396121883656
1,0.00041628822282773235
0,0.00015504837509302903
1,0.0013131976362442547
1,0.0006686167989970748
0,5.9822924144532185e-05
0,0.0004279722673970727
0,0.00020712510356255177
1,0.0006349680648414448
1,0.0008765817805848374
0,0.00023474178403755868
0,0.0004098920617570706
1,0.0006953730944102701
