label,prediction
0,0.0003713527851458886
0,0.0001962034629911218
0,0.0005406754283813009
0,0.00024857071836937607
1,0.0002509095471082675
1,0.0007327597904849784
1,0.001310615989515072
0,0.0002499000399840064
0,0.00014553922282055013
0,0.0001521201749382012
0,0.00021105951878429716
0,0.0001824551160414538
1,0.000625860558267618
1,0.0003158713188842453
1,0.0005635919594213789
1,0.0006912687440178666
1,0.0005370107831765262
1,0.0005761772853185596
1,0.0006792749633549033
1,0.0004919769906145928
0,0.00021706772513024064
1,0.0013131976362442547
1,0.0006686167989970748
0,0.00023929169657812874
0,0.0005991611743559018
0,0.00020712510356255177
1,0.0007470212527546408
0,0.0003401360544217687
1,0.0010339169719718595
0,0.00032863849765258214
0,0.00030741904631780296
0,0.00033828354927099895
1,0.0006953730944102701
