label,prediction
0,0.0005873961567508601
1,0.00032810551873482514
1,0.0011945647304763326
0,0.00010552975939214858
0,0.00025614754098360657
0,0.00026199729269464216
1,9.960655411126052e-05
0,0.0002355019134530468
1,0.00045413260672116256
1,0.00040587945380222073
0,0.00018469169678900292
1,0.0013131976362442547
0,0.0001681708615953809
0,0.0002324680356450988
0,0.00023367215796237878
1,0.0008933647364574028
0,0.0001876392635158907
1,0.0008357709987463436
1,0.0009597696552827321
0,0.00015375491466602237
