label,prediction
0,0.0007552236301082487
1,0.0005160624435556702
0,0.0001598976654940838
1,0.00029827850690301687
1,0.0003318400530944085
0,0.0003409187761015938
1,0.000612088752869166
0,0.00039340070320375696
0,0.0001957905041605482
0,0.0001962034629911218
0,0.0003551010262419658
0,0.00029063008602650547
1,0.0004116814614691882
1,0.00039735757214523417
1,0.0005928222901181085
1,0.0006273867975995635
1,0.0005921977940632171
0,0.00033858134416793635
0,0.00010915441711541261
0,0.00020275750202757503
0,0.00026904321506642003
1,0.0009876891601114678
1,0.0004302925989672978
0,0.00034457297563376813
0,0.00048050741583111767
1,0.0004633490872022982
0,0.0003448870494912916
1,0.0006911077469887448
1,0.0007454342154304882
0,0.0003274966158683027
1,9.960655411126052e-05
1,0.0006262132882459766
0,0.00025869396503935843
1,0.0006380942252472616
0,0.0004710038269060936
1,0.0005318559556786703
1,0.0007150262772156877
0,0.0
1,0.0006088191807033311
0,0.00021706772513024064
1,0.0006138358602909582
1,0.001969796454366382
1,0.0007939824488090263
0,0.00023113752682846293
0,0.00011964584828906437
1,0.000518173069805315
0,0.0
0,0.0002324680356450988
0,0.0003115628772831717
0,0.0002934764380345464
0,0.00020712510356255177
1,0.0006444596608531035
1,0.000803320390949257
0,0.00027323897480736653
1,0.0008990582364972691
0,0.000281458895273836
1,0.0005244755244755245
1,0.0022675736961451248
0,0.0003757343899439814
1,0.0010397504598896265
0,0.00037211190419809883
1,0.00031669909062118263
1,0.0007488633324418294
