label,prediction
0,0.0004195686833934715
0,0.00023872679045092838
0,9.81017314955609e-05
1,0.0010825742869941765
1,0.00045601714624469883
1,0.0010846477154607492
0,0.00017493002798880448
0,0.00010915441711541261
0,0.0001521201749382012
0,0.00010552975939214858
0,0.0001824551160414538
0,0.00038440593266489414
0,0.00025614754098360657
0,0.00024016418497008863
1,0.00021868014384293907
1,0.0005009706305967813
0,0.0002355019134530468
1,0.0004210526315789474
1,0.00037844383893430214
0,0.00015504837509302903
1,0.0005850396991224405
0,5.9822924144532185e-05
0,0.0004279722673970727
0,0.00011211390773025393
1,0.0008736167734420501
0,0.00010356255178127589
1,0.0005602659395659807
0,0.00018552875695732838
0,0.00016607985119245332
1,0.0008091524128475422
1,0.0008848159266866804
0,0.00023474178403755868
0,0.00027326137450471376
0,0.00010982493904715882
1,0.0006151377373629312
