label,prediction
1,0.0004300520362963919
0,3.997441637352095e-05
0,9.81017314955609e-05
1,0.00044414834554741284
0,0.00010915441711541261
1,0.0005800632268917312
1,0.0002283821976076965
1,0.00016249593760155997
1,0.0005507572912755039
0,0.00038440593266489414
0,0.00025614754098360657
1,0.0005362697079117658
0,0.00010553811245085881
0,0.0
0,0.00011211390773025393
1,0.0008736167734420501
0,0.00012577561630051988
0,0.00010356255178127589
0,0.00018552875695732838
1,0.0001462843768285547
0,8.905512512245079e-05
0,0.0001876392635158907
1,0.0013605442176870747
0,0.00027062683941679914
1,0.00031669909062118263
