label,prediction
0,0.00023872679045092838
0,9.81017314955609e-05
0,0.0003743137581101314
0,0.00010653030787258975
1,0.0001881821603312006
1,0.0005156457784894293
1,0.0010846477154607492
0,0.00017493002798880448
0,0.00010915441711541261
0,0.0001521201749382012
0,0.00010552975939214858
0,0.0001824551160414538
1,0.0005507572912755039
1,0.00021868014384293907
1,0.0005009706305967813
1,0.0006380942252472616
1,0.00034368690123297676
1,0.0004210526315789474
1,0.0005362697079117658
1,0.00037844383893430214
0,0.00015504837509302903
1,0.0013131976362442547
1,0.0005850396991224405
0,5.9822924144532185e-05
0,0.0004279722673970727
0,0.00010356255178127589
1,0.0005602659395659807
0,0.00018552875695732838
1,0.0008091524128475422
0,0.00023474178403755868
0,0.00027326137450471376
0,0.00027062683941679914
1,0.0006151377373629312
