label,prediction
0,0.0003115750116840629
1,0.00038595137012736397
1,0.0001881821603312006
1,0.00029801817910892565
0,0.00018203883495145632
1,0.0005156457784894293
0,0.0002116133401049602
1,0.0010846477154607492
1,0.0005800632268917312
0,0.0
0,0.00013172193499522508
0,8.152395445528411e-05
1,0.0005507572912755039
1,0.00018726591760299626
0,0.00012231917149147843
0,0.000295217476874631
1,0.0008736167734420501
0,0.00012577561630051988
0,8.905512512245079e-05
1,0.00026910656620021526
1,0.0010249839846252402
