label,prediction
0,0.00023872679045092838
1,0.0005156457784894293
1,0.0010846477154607492
0,0.00010915441711541261
1,0.0005800632268917312
0,0.00010552975939214858
0,0.0001824551160414538
0,0.00038440593266489414
0,0.00025614754098360657
1,0.0005009706305967813
1,0.00034368690123297676
1,0.00037844383893430214
0,0.00015504837509302903
1,0.0013131976362442547
1,0.0005850396991224405
0,5.9822924144532185e-05
0,0.0004279722673970727
0,0.00010356255178127589
1,0.0008091524128475422
1,0.0006151377373629312
