label,prediction
1,0.000221226702062939
0,0.00023872679045092838
0,0.0002458754395023481
0,0.0003743137581101314
0,0.00018203883495145632
0,0.00020178241129981502
0,0.0001824551160414538
1,0.0008465907086669724
1,0.000701051577366049
1,0.0006417569880205362
0,0.00014767413241447206
1,0.0005121569895951264
0,0.00028740587457607634
0,0.0002217376843194501
0,0.0002914177473408131
1,0.0007140625697326728
0,0.0001639433848844199
0,0.00016607985119245332
1,0.0008933647364574028
1,0.0008848159266866804
0,0.00023474178403755868
0,0.00017694730509254343
1,0.00026910656620021526
0,0.00010982493904715882
