label,prediction
0,0.0004195686833934715
1,0.0004300520362963919
1,0.00029827850690301687
1,0.000221226702062939
0,0.00023872679045092838
0,0.0002458754395023481
0,9.81017314955609e-05
0,0.0003743137581101314
0,0.00010653030787258975
1,0.00038595137012736397
1,0.00029801817910892565
1,0.0010825742869941765
1,0.00045601714624469883
1,0.0004909983633387888
1,0.00044414834554741284
0,0.00018203883495145632
0,0.0002116133401049602
1,0.0010846477154607492
0,0.00017493002798880448
0,0.00010915441711541261
0,0.00020275750202757503
0,0.0001521201749382012
0,0.00010552975939214858
0,0.0
0,0.00020178241129981502
0,0.00013172193499522508
1,0.0005248884612019946
0,0.00020733123237684525
1,0.0008465907086669724
1,0.0006417569880205362
0,0.00014767413241447206
0,0.00027473785429735795
1,0.0005121569895951264
0,0.00024016418497008863
1,4.980327705563026e-05
0,0.0002217376843194501
0,0.0002914177473408131
1,0.0006380942252472616
1,0.00034368690123297676
0,0.0002355019134530468
1,0.0004210526315789474
1,0.0005362697079117658
1,0.00037844383893430214
0,0.000295217476874631
1,0.0005850396991224405
0,9.905894006934126e-05
1,0.00044414834554741284
0,0.0004279722673970727
0,0.00011211390773025393
1,0.0008736167734420501
0,0.00012577561630051988
0,0.00010356255178127589
1,0.0005602659395659807
0,0.00018552875695732838
1,0.0001462843768285547
0,0.0001639433848844199
0,0.00016607985119245332
1,0.0008091524128475422
0,8.905512512245079e-05
1,0.0008933647364574028
1,0.0008848159266866804
0,0.00027062683941679914
1,0.00026910656620021526
1,0.00039049592983088523
