label,prediction
0,0.0004195686833934715
1,0.0004300520362963919
0,3.997441637352095e-05
1,0.00029827850690301687
1,0.000221226702062939
0,0.00025568908207619537
1,0.0004590665646518745
0,0.0002458754395023481
0,9.78952520802741e-05
0,9.81017314955609e-05
0,0.00010653030787258975
0,0.00023250406882120437
1,0.00038595137012736397
1,0.00029801817910892565
1,0.00045601714624469883
1,0.0004909983633387888
1,0.00044414834554741284
0,0.0002116133401049602
0,0.00010915441711541261
0,0.00020275750202757503
0,0.00020178241129981502
1,0.0008465907086669724
1,0.00028686173264486515
0,0.00014767413241447206
0,0.00038440593266489414
1,0.0003706792697618386
0,0.00028740587457607634
1,0.000526558283419996
1,0.0006211951795254069
0,0.00024016418497008863
1,4.980327705563026e-05
1,0.0005009706305967813
0,0.0002217376843194501
1,0.0006380942252472616
0,0.0002355019134530468
1,0.0004210526315789474
1,0.0005362697079117658
0,0.0
1,0.0003189052851303163
0,0.00015504837509302903
1,0.0005524522742618624
1,0.0013131976362442547
1,0.0005850396991224405
0,9.905894006934126e-05
0,5.9822924144532185e-05
1,0.00044414834554741284
0,0.0
0,0.00015497869043006585
0,0.00019472679830198232
0,0.00012577561630051988
0,0.00010356255178127589
1,0.0005236234744431465
1,0.0007140625697326728
0,0.0001639433848844199
1,0.0008091524128475422
0,0.0001876392635158907
1,0.0002797202797202797
1,0.0013605442176870747
0,0.00027326137450471376
1,0.0008397984483723906
0,0.00027062683941679914
1,0.00031669909062118263
1,0.0006151377373629312
