label,prediction
0,0.0004195686833934715
1,0.0002624844149878601
1,0.0010825742869941765
0,0.00010552975939214858
0,0.00025614754098360657
0,0.00024016418497008863
1,4.980327705563026e-05
0,0.0002355019134530468
1,0.00037844383893430214
1,0.0003189052851303163
0,0.00010553811245085881
1,0.0013131976362442547
0,0.00011211390773025393
0,0.00015497869043006585
0,0.00019472679830198232
1,0.0008933647364574028
0,0.0001876392635158907
1,0.0008357709987463436
1,0.0008397984483723906
0,0.00010982493904715882
