label,prediction
0,3.997441637352095e-05
1,0.000221226702062939
1,0.0004590665646518745
1,0.0001881821603312006
0,0.0002116133401049602
1,0.0005800632268917312
0,0.00010552975939214858
0,0.00020178241129981502
1,0.00016249593760155997
1,0.0006417569880205362
1,0.0005507572912755039
0,0.00014767413241447206
1,0.0005121569895951264
1,0.0003706792697618386
1,0.0004210526315789474
0,0.00011211390773025393
1,0.0008736167734420501
0,0.00012577561630051988
1,0.0005602659395659807
0,0.00018083479919117526
1,0.0002797202797202797
1,0.0006151377373629312
